[表題行],部門,勘定科目,補助科目,日付,伝票No.,作業日付,仕訳番号,決算,調整,付箋１,付箋２,タイプ,生成元,部門,税区分,税計算区分,相手勘定科目,相手補助科目,相手部門,相手税区分,相手税計算区分,借方金額,借方税額,貸方金額,貸方税額,金額,残高,摘要,請求書区分,仕入税額控除,期日,番号,仕訳メモ
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921782,,NO,,,[振伝],,,,,未払金,1月販管費,,,,,,133210,,-133210,19304229,㈱ｽｶｲ　立替費用　書籍ﾊﾟﾚｯﾄ料金・書籍発送費　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921783,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,19303789,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921784,,NO,,,[振伝],,,,,未払金,1月販管費,,,,,,0,,0,19303789,㈱PR TIMES　掲載料　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921785,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,0,,0,19303789,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921786,,NO,,,[振伝],,,,,前払費用,3月,,,,,,462000,,-462000,18841789,㈱顧問名鑑 顧問料 3月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921787,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,18841349,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921788,,NO,,,[振伝],,,,,未払金,1月販管費,,,,,,6600,,-6600,18834749,ﾓﾛﾌｼﾞ㈱　ｵﾌｨｽ観葉植物回収費用　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921789,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,275,,-275,18834474,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,266,令和7年2月14日,919703,,NO,,,[振伝],,,,,売掛金,㈱ｼﾞｪｲ･ｱｲ･ｴｽ(売上預け金),,,,279916,,,,279916,19114390,㈱ｼﾞｪｲ･ｱｲ･ｴｽ ﾃﾚｺﾑｸﾚｼﾞｯﾄ　ｸﾚｼﾞｯﾄｶｰﾄﾞ 売上預け金 1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,275,令和7年2月18日,920790,,NO,,,[振伝],,,,,諸口,,,,,,,53618,,-53618,19060772,児玉代表　経費精算　1月　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,275,令和7年2月18日,920792,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,共対仕入10%,内税,,,440,,-440,19060332,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/28,186,令和7年1月10日,909077,,NO,,,[振伝],,,,,売掛金,(同)ｼｴｽﾀ,,,,71500,,,,71500,19131832,(同)ｼｴｽﾀ　ｱﾌｨﾘｴｲﾄ売上　手数料相殺後　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/28,247,令和7年2月5日,915881,,NO,,,[振伝],,,,,売掛金,㈱ﾌｧｲﾅﾝｼｬﾙｲﾝﾃﾘｼﾞｪﾝｽ,,,,4563,,,,4563,19136395,㈱ﾌｧｲﾅﾝｼｬﾙｲﾝﾃﾘｼﾞｪﾝｽ　紹介報酬　TheCatch　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/28,257,令和7年2月7日,917393,,NO,,,[振伝],,,,,立替金,㈱ｽｶｲ赤字請求,,,,789,,,,789,19137184,㈱ｽｶｲ　㈱TED　THE　EARNING　分配金　赤字請求　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/28,261,令和7年2月13日,919691,,NO,,,[振伝],,,,,諸口,,,,,180000,,,,180000,19317184,㈱ﾋﾞｼﾞｮﾅﾘｰﾏｰｹﾃｨﾝｸﾞ　紹介報酬　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/28,263,令和7年2月13日,919695,,NO,,,[振伝],,,,,きらぼし/給与(0689559),,,,,,,5000000,,-5000000,14317184,資金移動(きらぼし経理→きらぼし給与),,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/14,256,令和7年2月17日,920369,,NO,,,[振伝],,,,,諸口,,,,,30000,,,,30000,14347184,"㈱TED　立替金,販売報酬　1月",,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/17,230,令和7年2月4日,913349,,NO,,,[振伝],,,,,売掛金,㈱ｲﾝﾀｰｽﾍﾟｰｽ(ｱｸｾｽﾄﾚｰﾄﾞ),,,,15400,,,,15400,14362584,㈱ｲﾝﾀｰｽﾍﾟｰｽ(ｱｸｾｽﾄﾚｰﾄﾞ)　紹介報酬　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921512,,NO,,,[振伝],,,,,未払金,1月業務提携費,,,,,,790,,-790,14361794,㈱ｽｶｲ　業務提携費　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921513,,NO,,,[振伝],,,,,未払金,1月業務提携費,,,,,,275,,-275,14361519,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921514,,NO,,,[振伝],,,,,未払金,1月業務提携費,,,,,,9908,,-9908,14351611,㈱Fied　業務提携費　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921515,,NO,,,[振伝],,,,,未払金,1月業務提携費,,,,,,275,,-275,14351336,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921516,,NO,,,[振伝],,,,,諸口,,,,,,,1957725,,-1957725,12393611,(同)ｼｴｽﾀ　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921519,,NO,,,[振伝],,,,,諸口,,,,,,,440,,-440,12393171,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921520,,NO,,,[振伝],,,,,諸口,,,,,,,2030173,,-2030173,10362998,㈱ｸｲﾝﾋﾞｰ　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921523,,NO,,,[振伝],,,,,諸口,,,,,,,440,,-440,10362558,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921524,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,10362558,東川高子　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921527,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,10362558,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921528,,NO,,,[振伝],,,,,諸口,,,,,,,4065477,,-4065477,6297081,ﾄﾘｵｱｾｯﾄﾏﾈｼﾞﾒﾝﾄ㈱　合計　,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921531,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,6296641,振込手数料(RES負担)　,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921532,,NO,,,[振伝],,,,,諸口,,,,,,,71387,,-71387,6225254,ｽﾄｯｸｼﾞｬｰﾅﾙ㈱　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921534,,NO,,,[振伝],,,,,諸口,,,,,,,440,,-440,6224814,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921535,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,6224814,二階堂直樹　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921538,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,6224814,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921539,,NO,,,[振伝],,,,,諸口,,,,,,,28362,,-28362,6196452,㈱rewrite　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921543,,NO,,,[振伝],,,,,諸口,,,,,,,275,,-275,6196177,振込手数料,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921544,,NO,,,[振伝],,,,,諸口,,,,,,,2438,,-2438,6193739,㈱JUNG 業務提携費 1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,202,令和7年2月20日,921546,,NO,,,[振伝],,,,,諸口,,,,,,,275,,-275,6193464,振込手数料,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,208,令和7年1月21日,912279,,NO,,,[振伝],,,,,諸口,,,,,,,6992500,,-6992500,-799036,8 BOX PTE. LTD.　業務提携費　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,208,令和7年1月21日,912281,,NO,,,[振伝],,,,,諸口,,,,,,,7500,,-7500,-806536,8 BOX PTE. LTD.　業務提携費　12月　　海外送金手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,237,令和7年2月18日,920777,,NO,,,[振伝],,,,,諸口,,,,,200904,,,,200904,-605632,㈱ｼﾞｪｲ･ｱｲ･ｴｽ　ﾏｰｹﾃｨﾝｸﾞ代行費・立替金　2月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,268,令和7年2月18日,920387,,NO,,,[振伝],,,,,諸口,,,,,,,9582279,,-9582279,-10187911,PEAK ONE. LLC　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,268,令和7年2月18日,920395,,NO,,,[振伝],,,,,諸口,,,,,,,7500,,-7500,-10195411,海外送金手数料　先方負担,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/25,268,令和7年2月18日,920396,,NO,,,[振伝],,,,,支払手数料,海外送金手数料,,,,,,0,,0,-10195411,海外送金手数料　差額自社負担,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/31,246,令和7年2月5日,915863,,NO,,,[振伝],,,,,売掛金,ﾄﾘｵｱｾｯﾄﾏﾈｼﾞﾒﾝﾄ(銀振売上),,,,330000,,,,330000,-9865411,ﾄﾘｵｱｾｯﾄﾏﾈｼﾞﾒﾝﾄ㈱　業務提携報酬　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/3/31,250,令和7年2月6日,916243,,NO,,,[振伝],,,,,売掛金,(同)ｼｴｽﾀ,,,,71500,,,,71500,-9793911,(同)ｼｴｽﾀ　ｱﾌｨﾘｴｲﾄ売上　手数料相殺後　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919886,,NO,,,[振伝],,,,,未払金,2月業務提携費,,,,,,0,,0,-9793911,㈱ｽｶｲ　業務提携費　2月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919888,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,-9793911,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919889,,NO,,,[振伝],,,,,未払金,2月業務提携費,,,,,,0,,0,-9793911,㈱Fied　業務提携費　2月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919890,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,-9793911,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919891,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,-9793911,(同)ｼｴｽﾀ　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919894,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,-9793911,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919895,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,-9793911,㈱ｸｲﾝﾋﾞｰ　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919898,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,-9793911,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919899,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,-9793911,東川高子　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919903,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,-9793911,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919904,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,-9793911,ﾄﾘｵｱｾｯﾄﾏﾈｼﾞﾒﾝﾄ㈱　合計　,,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919907,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,0,,0,-9793911,振込手数料(RES負担)　,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919908,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,-9793911,ｽﾄｯｸｼﾞｬｰﾅﾙ㈱　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919910,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,-9793911,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919911,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,-9793911,二階堂直樹　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919914,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,-9793911,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919915,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,-9793911,㈱rewrite　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,267,令和7年2月17日,919919,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,-9793911,振込手数料,,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,269,令和7年2月17日,920020,,NO,,,[振伝],,,,,諸口,,,,,,,575970,,-575970,-10369881,8 BOX PTE. LTD.　業務提携費　1月　支払完了★,,,,,
[明細行],,きらぼし/経理(0685540),,2025/4/25,269,令和7年2月17日,920022,,NO,,,[振伝],,,,,諸口,,,,,,,7500,,-7500,-10377381,8 BOX PTE. LTD.業務提携費1月海外送金手数料(先方負担)★手数料確認,,,,,
